iccs,unit,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS0502,P_HTHAB,PL	363.54 	422.90 	525.53 	606.22 	604.91 	536.30 	545.93 	562.54 
ICCS0502,P_HTHAB,PT	832.95 	873.10 	904.92 	970.09 	930.68 	899.08 	1147.39 	1202.99 
ICCS0502,P_HTHAB,RO	545.72 	824.15 	287.50 	282.30 	220.99 	227.51 	241.67 	202.92 
ICCS0502,P_HTHAB,RS	317.71 	374.10 	441.13 	248.04 	241.73 	217.77 	243.12 	269.68 
ICCS0502,P_HTHAB,SE	3828.01 	3995.85 	4008.40 	4001.90 	4041.79 	3939.38 	4600.93 	4752.80 
ICCS0502,P_HTHAB,SI	1105.16 	1460.54 	1697.18 	1649.48 	1496.30 	1412.38 	1405.56 	1430.90 
ICCS0502,P_HTHAB,SK	444.37 	550.52 	626.00 	642.63 	697.51 	775.71 	586.15 	627.65 
ICCS0502,P_HTHAB,TR	: 	: 	: 	321.08 	284.67 	286.58 	244.06 	: 
ICCS0502,P_HTHAB,UKC-L	2215.82 	2217.55 	2337.36 	2414.98 	2649.05 	2665.85 	2892.44 	2916.32 
ICCS0502,P_HTHAB,UKM	: 	1678.66 	1802.48 	1781.88 	2063.33 	2056.47 	2221.44 	2256.72 
ICCS0502,P_HTHAB,UKN	1300.20 	1350.15 	1377.82 	1309.78 	1352.83 	1310.66 	1601.62 	1377.12 
ICCS0502,P_HTHAB,XK	: 	: 	: 	: 	955.37 	689.91 	631.50 	718.30 
ICCS050211,NR,AL	277 	401 	572 	677 	611 	627 	504 	398 
ICCS050211,NR,AT	4156 	4190 	5141 	4446 	5158 	5150 	9289 	9049 
ICCS050211,NR,BA	1278 	1361 	1376 	1328 	1091 	1628 	1738 	1725 
ICCS050211,NR,BE	14840 	15783 	15794 	17212 	19375 	19851 	21906 	23303 
ICCS050211,NR,BG	4023 	3721 	3583 	3082 	3234 	3938 	4470 	4620 
ICCS050211,NR,CH	6545 	6956 	6747 	8129 	8010 	7961 	9223 	: 
ICCS050211,NR,CY	961 	1187 	1317 	1749 	1783 	1705 	1627 	1786 
ICCS050211,NR,CZ	6886 	8720 	10736 	11127 	12393 	13109 	14770 	18793 
ICCS050211,NR,DE	56563 	58401 	59528 	64017 	70841 	76123 	87693 	89036 
ICCS050211,NR,DK	230 	284 	288 	335 	456 	552 	775 	745 
ICCS050211,NR,EE	505 	597 	547 	620 	752 	870 	934 	1035 
ICCS050211,NR,EL	26524 	24986 	28801 	31166 	32242 	27587 	26711 	23550 
ICCS050211,NR,ES	31137 	36466 	41499 	47125 	51799 	65672 	77898 	92196 
ICCS050211,NR,FI	6725 	7003 	7216 	7967 	11038 	10224 	11185 	12717 
ICCS050211,NR,FR	168630 	168552 	173391 	178333 	186824 	195367 	207947 	211484 
ICCS050211,NR,HR	760 	633 	866 	1142 	1315 	1382 	1828 	1927 
ICCS050211,NR,HU	3177 	4805 	5695 	6921 	6163 	5866 	8015 	7982 
ICCS050211,NR,IE	6449 	7763 	7368 	8448 	10393 	11410 	13129 	14307 
ICCS050211,NR,IS	69 	58 	31 	45 	55 	53 	475 	386 
ICCS050211,NR,IT	165650 	176461 	183486 	196589 	198774 	197583 	213407 	229961 
ICCS050211,NR,LI	8 	5 	5 	6 	1 	3 	7 	16 
ICCS050211,NR,LT	1138 	1255 	1504 	1724 	1807 	2060 	1967 	2553 
ICCS050211,NR,LU	340 	365 	367 	372 	456 	418 	419 	344 
ICCS050211,NR,LV	1483 	1323 	1347 	910 	: 	1441 	2096 	2205 
ICCS050211,NR,ME	32 	21 	39 	43 	48 	40 	51 	22 
ICCS050211,NR,MK	: 	542 	507 	371 	487 	527 	607 	581 
ICCS050211,NR,MT	229 	242 	325 	306 	364 	372 	401 	398 
ICCS050211,NR,NL	17960 	19395 	21045 	20135 	21010 	21730 	21850 	21665 
ICCS050211,NR,NO	: 	6586 	6634 	7953 	9318 	10858 	12014 	11901 
ICCS050211,NR,PL	12634 	13505 	15596 	16230 	16575 	16539 	17271 	17669 
ICCS050211,NR,PT	12017 	13723 	14799 	15900 	19500 	20310 	22539 	25274 
ICCS050211,NR,RO	4659 	5428 	2892 	1627 	1881 	2531 	2967 	2355 
ICCS050211,NR,RS	1689 	1916 	2232 	2761 	3370 	3282 	3295 	4083 
ICCS050211,NR,SE	25304 	26720 	26518 	27534 	33105 	33759 	40359 	44717 
ICCS050211,NR,SI	775 	594 	621 	539 	528 	534 	586 	582 
ICCS050211,NR,SK	1932 	2297 	2431 	2546 	2694 	3354 	3779 	4135 
ICCS050211,NR,TR	: 	: 	: 	31013 	27465 	28359 	30171 	: 
ICCS050211,NR,UKC-L	82047 	75774 	75308 	79820 	92056 	106162 	117684 	147238 
ICCS050211,NR,UKM	: 	5423 	5976 	5731 	7060 	8716 	9304 	11551 
ICCS050211,NR,UKN	1698 	2025 	2121 	2101 	2412 	2823 	2936 	3076 
ICCS050211,NR,XK	280 	223 	386 	316 	434 	339 	389 	463 
ICCS050211,P_HTHAB,AL	: 	: 	: 	: 	21.58 	: 	15.83 	12.56 
ICCS050211,P_HTHAB,AT	48.46 	49.25 	60.83 	52.88 	61.59 	61.66 	111.45 	108.92 
ICCS050211,P_HTHAB,BA	: 	: 	: 	34.59 	28.39 	42.35 	45.21 	44.88 
ICCS050211,P_HTHAB,BE	132.06 	141.16 	141.50 	155.14 	176.13 	183.13 	203.72 	218.46 
ICCS050211,P_HTHAB,BG	55.86 	51.35 	49.19 	42.06 	43.88 	53.06 	59.86 	61.45 
ICCS050211,P_HTHAB,CH	79.45 	85.46 	83.93 	102.19 	101.78 	102.25 	119.75 	: 
ICCS050211,P_HTHAB,CY	113.46 	138.34 	152.10 	202.90 	212.32 	208.15 	204.16 	230.06 
ICCS050211,P_HTHAB,CZ	65.34 	82.95 	102.09 	105.92 	118.18 	125.30 	141.67 	181.69 
ICCS050211,P_HTHAB,DE	69.66 	72.31 	73.93 	79.69 	88.31 	93.06 	106.94 	108.29 
ICCS050211,P_HTHAB,DK	4.06 	5.05 	5.14 	6.00 	8.20 	9.97 	14.06 	13.61 
ICCS050211,P_HTHAB,EE	38.41 	45.37 	41.43 	46.78 	56.56 	65.25 	69.92 	77.33 
ICCS050211,P_HTHAB,EL	244.28 	228.67 	261.74 	281.12 	289.86 	248.10 	240.75 	212.91 
ICCS050211,P_HTHAB,ES	67.03 	78.40 	88.81 	100.66 	111.00 	141.27 	168.47 	201.88 
ICCS050211,P_HTHAB,FI	122.90 	128.47 	132.97 	147.50 	205.35 	191.05 	210.00 	239.92 
ICCS050211,P_HTHAB,FR	253.62 	255.61 	264.31 	273.19 	287.52 	302.15 	323.15 	330.41 
ICCS050211,P_HTHAB,HR	17.99 	14.91 	20.32 	26.71 	30.65 	32.12 	42.42 	44.69 
ICCS050211,P_HTHAB,HU	32.24 	48.65 	57.47 	69.68 	61.72 	58.58 	79.90 	79.46 
ICCS050211,P_HTHAB,IE	139.32 	168.56 	160.48 	184.35 	227.37 	250.80 	290.38 	320.95 
ICCS050211,P_HTHAB,IS	20.97 	17.81 	9.63 	14.08 	17.27 	16.69 	148.73 	122.36 
ICCS050211,P_HTHAB,IT	272.47 	290.31 	307.42 	330.99 	334.84 	333.81 	361.70 	392.07 
ICCS050211,P_HTHAB,LI	21.41 	13.47 	13.57 	16.45 	2.77 	8.36 	19.67 	45.25 
ICCS050211,P_HTHAB,LT	38.96 	42.64 	50.61 	57.40 	59.20 	65.56 	61.78 	79.47 
ICCS050211,P_HTHAB,LU	60.40 	66.40 	68.34 	70.88 	89.09 	83.26 	84.90 	71.10 
ICCS050211,P_HTHAB,LV	74.67 	66.10 	66.56 	44.50 	: 	67.96 	96.91 	100.60 
ICCS050211,P_HTHAB,ME	5.14 	3.38 	6.28 	6.93 	7.74 	6.46 	8.26 	3.57 
ICCS050211,P_HTHAB,MK	: 	26.24 	24.58 	18.01 	23.67 	25.67 	29.63 	28.41 
ICCS050211,P_HTHAB,MT	53.34 	56.89 	77.13 	73.29 	87.71 	89.85 	97.58 	97.59 
ICCS050211,P_HTHAB,NL	106.27 	115.25 	125.42 	120.35 	126.14 	131.10 	132.54 	132.06 
ICCS050211,P_HTHAB,NO	: 	128.94 	131.33 	159.51 	189.38 	223.50 	250.33 	251.23 
ICCS050211,P_HTHAB,PL	33.24 	35.52 	40.97 	42.64 	43.55 	43.50 	45.29 	46.36 
ICCS050211,P_HTHAB,PT	115.83 	131.61 	141.11 	150.82 	184.44 	192.08 	213.38 	239.49 
ICCS050211,P_HTHAB,RO	23.45 	27.21 	14.45 	8.10 	8.78 	11.79 	14.52 	11.41 
ICCS050211,P_HTHAB,RS	23.74 	26.81 	31.08 	38.26 	46.47 	44.92 	44.92 	55.43 
ICCS050211,P_HTHAB,SE	259.60 	277.04 	277.50 	290.36 	351.60 	361.42 	436.01 	486.96 
ICCS050211,P_HTHAB,SI	37.57 	28.82 	30.16 	26.22 	25.75 	26.09 	28.83 	28.95 
ICCS050211,P_HTHAB,SK	35.64 	42.41 	44.93 	47.11 	49.96 	62.22 	70.21 	76.92 
ICCS050211,P_HTHAB,TR	: 	: 	: 	41.50 	37.25 	39.08 	42.19 	: 
ICCS050211,P_HTHAB,UKC-L	142.27 	132.53 	132.68 	141.60 	164.58 	191.40 	213.82 	269.59 
ICCS050211,P_HTHAB,UKM	: 	101.60 	112.33 	108.00 	133.70 	166.13 	178.34 	222.74 
ICCS050211,P_HTHAB,UKN	91.93 	110.22 	116.11 	115.51 	133.29 	156.92 	164.37 	173.75 
ICCS050211,P_HTHAB,XK	: 	: 	: 	: 	24.19 	15.35 	17.84 	21.50 
ICCS0601,NR,AL	2334 	1776 	1334 	1105 	740 	603 	647 	653 
ICCS0601,NR,AT	2221 	2183 	2156 	1990 	2320 	2167 	2099 	1980 
ICCS0601,NR,BA	82 	70 	20 	43 	54 	38 	52 	1519 
ICCS0601,NR,BE	11936 	12516 	11419 	11334 	13825 	14750 	14960 	14854 
ICCS0601,NR,BG	4010 	3239 	3052 	2960 	2859 	3765 	3662 	2857 
ICCS0601,NR,CH	24741 	21375 	21158 	19473 	17329 	19086 	18346 	7317 
ICCS0601,NR,CY	944 	1080 	996 	1030 	936 	851 	706 	779 
ICCS0601,NR,CZ	5364 	5357 	4799 	3814 	3635 	3010 	3046 	2812 
ICCS0601,NR,DE	60881 	59432 	57002 	57487 	60943 	60242 	61404 	55905 
ICCS0601,NR,DK	24813 	28093 	25782 	23141 	23074 	19587 	19158 	20260 
ICCS0601,NR,EE	1349 	1190 	1019 	866 	913 	901 	1042 	1558 
ICCS0601,NR,EL	10784 	10854 	10461 	10144 	9786 	10451 	12640 	12164 
ICCS0601,NR,ES	12069 	13411 	14296 	14509 	15220 	14391 	14343 	14564 
ICCS0601,NR,FI	8230 	8100 	9878 	8810 	8301 	7566 	7267 	5659 
ICCS0601,NR,FR	7483 	6895 	6455 	5902 	5928 	5869 	6007 	6128 
ICCS0601,NR,HR	2842 	2707 	2683 	7295 	7767 	7784 	7063 	7882 
ICCS0601,NR,HU	6063 	6162 	5447 	5213 	5989 	5789 	4517 	5464 
ICCS0601,NR,IE	3653 	3961 	4191 	4629 	5021 	5482 	5165 	5311 
ICCS0601,NR,IS	: 	: 	2134 	1874 	1733 	1500 	1290 	1461 
ICCS0601,NR,IT	32615 	33246 	33578 	33852 	34034 	32761 	34101 	34082 
ICCS0601,NR,LI	276 	378 	432 	257 	434 	531 	357 	210 
ICCS0601,NR,LT	842 	1044 	943 	1748 	1016 	896 	876 	793 
ICCS0601,NR,LU	203 	209 	160 	166 	199 	227 	203 	1343 
ICCS0601,NR,LV	3529 	2697 	1637 	2750 	1967 	2189 	2307 	2512 
ICCS0601,NR,ME	184 	179 	172 	187 	316 	307 	398 	460 
ICCS0601,NR,MK	: 	: 	: 	594 	589 	578 	551 	415 
ICCS0601,NR,MT	157 	192 	208 	203 	178 	181 	187 	180 
ICCS0601,NR,NL	14525 	15850 	16460 	16685 	16705 	17355 	18580 	18875 
ICCS0601,NR,NO	: 	22111 	23118 	21603 	19985 	21954 	18616 	17547 
ICCS0601,NR,PL	6506 	7433 	9601 	4460 	4350 	4668 	3975 	3317 
ICCS0601,NR,PT	5082 	4514 	4378 	4638 	4214 	4555 	4267 	3729 
ICCS0601,NR,RO	4224 	2407 	2459 	2872 	3456 	3852 	3228 	3621 
ICCS0601,NR,RS	5706 	6177 	5646 	4774 	4941 	5573 	5500 	6049 
ICCS0601,NR,SE	11272 	11842 	13669 	13914 	10423 	10321 	8192 	7997 
ICCS0601,NR,SI	1737 	1662 	1712 	1760 	1505 	1756 	2096 	1434 
ICCS0601,NR,SK	708 	709 	851 	759 	762 	624 	613 	538 
ICCS0601,NR,UKC-L	25402 	26898 	29348 	29746 	31316 	32336 	33223 	29885 
ICCS0601,NR,UKM	: 	5108 	5091 	5431 	6684 	7138 	9901 	10315 
ICCS0601,NR,UKN	808 	915 	924 	912 	806 	742 	631 	607 
ICCS0601,NR,XK	392 	: 	416 	554 	535 	482 	364 	314 
ICCS0601,P_HTHAB,AL	: 	: 	: 	: 	26.13 	: 	20.32 	20.60 
ICCS0601,P_HTHAB,AT	25.90 	25.66 	25.51 	23.67 	27.70 	25.95 	25.18 	23.83 
ICCS0601,P_HTHAB,BA	: 	: 	: 	1.12 	1.41 	0.99 	1.35 	39.52 
ICCS0601,P_HTHAB,BE	106.22 	111.94 	102.31 	102.16 	125.67 	136.07 	139.12 	139.25 
ICCS0601,P_HTHAB,BG	55.68 	44.70 	41.90 	40.40 	38.80 	50.73 	49.04 	38.00 
ICCS0601,P_HTHAB,CH	300.34 	262.60 	263.19 	244.80 	220.19 	245.14 	238.20 	96.36 
ICCS0601,P_HTHAB,CY	111.45 	125.87 	115.03 	119.49 	111.46 	103.89 	88.59 	100.34 
ICCS0601,P_HTHAB,CZ	50.90 	50.96 	45.63 	36.30 	34.66 	28.77 	29.22 	27.19 
ICCS0601,P_HTHAB,DE	74.98 	73.58 	70.79 	71.57 	75.97 	73.64 	74.88 	68.00 
ICCS0601,P_HTHAB,DK	438.41 	499.23 	460.18 	414.67 	414.95 	353.89 	347.60 	369.99 
ICCS0601,P_HTHAB,EE	102.60 	90.44 	77.19 	65.35 	68.66 	67.58 	78.01 	116.40 
ICCS0601,P_HTHAB,EL	99.32 	99.33 	95.07 	91.50 	87.98 	93.99 	113.93 	109.97 
ICCS0601,P_HTHAB,ES	25.98 	28.83 	30.59 	30.99 	32.61 	30.96 	31.02 	31.89 
ICCS0601,P_HTHAB,FI	150.41 	148.59 	182.03 	163.11 	154.43 	141.38 	136.44 	106.76 
ICCS0601,P_HTHAB,FR	11.25 	10.46 	9.84 	9.04 	9.12 	9.08 	9.33 	9.57 
ICCS0601,P_HTHAB,HR	67.26 	63.74 	62.95 	170.60 	181.05 	180.90 	163.88 	182.79 
ICCS0601,P_HTHAB,HU	61.52 	62.39 	54.97 	52.49 	59.98 	57.81 	45.03 	54.39 
ICCS0601,P_HTHAB,IE	78.92 	86.01 	91.29 	101.01 	109.85 	120.50 	114.24 	119.14 
ICCS0601,P_HTHAB,IS	: 	: 	663.03 	586.40 	544.20 	472.25 	403.92 	463.13 
ICCS0601,P_HTHAB,IT	53.65 	54.70 	56.26 	57.00 	57.33 	55.35 	57.80 	58.11 
ICCS0601,P_HTHAB,LI	738.64 	1018.07 	1172.70 	704.59 	1200.59 	1479.36 	1003.12 	593.96 
ICCS0601,P_HTHAB,LT	28.82 	35.47 	31.73 	58.20 	33.28 	28.52 	27.51 	24.68 
ICCS0601,P_HTHAB,LU	36.06 	38.02 	29.79 	31.63 	38.88 	45.21 	41.13 	277.59 
ICCS0601,P_HTHAB,LV	177.69 	134.75 	80.89 	134.49 	94.81 	103.23 	106.67 	114.61 
ICCS0601,P_HTHAB,ME	29.58 	28.80 	27.70 	30.15 	50.98 	49.60 	64.49 	74.73 
ICCS0601,P_HTHAB,MK	: 	: 	: 	28.84 	28.63 	28.16 	26.90 	20.29 
ICCS0601,P_HTHAB,MT	36.57 	45.14 	49.36 	48.62 	42.89 	43.72 	45.51 	44.14 
ICCS0601,P_HTHAB,NL	85.94 	94.18 	98.10 	99.73 	100.30 	104.71 	112.70 	115.05 
ICCS0601,P_HTHAB,NO	: 	432.87 	457.67 	433.28 	406.17 	451.90 	387.89 	370.41 
ICCS0601,P_HTHAB,PL	17.12 	19.55 	25.22 	11.72 	11.43 	12.28 	10.42 	8.70 
ICCS0601,P_HTHAB,PT	48.98 	43.29 	41.75 	43.99 	39.86 	43.08 	40.40 	35.33 
ICCS0601,P_HTHAB,RO	21.26 	12.07 	12.28 	14.29 	16.14 	17.95 	15.79 	17.55 
ICCS0601,P_HTHAB,RS	80.20 	86.43 	78.62 	66.15 	68.14 	76.27 	74.98 	82.13 
ICCS0601,P_HTHAB,SE	115.64 	122.78 	143.04 	146.73 	110.70 	110.50 	88.50 	87.09 
ICCS0601,P_HTHAB,SI	84.20 	80.64 	83.15 	85.62 	73.41 	85.79 	103.13 	71.33 
ICCS0601,P_HTHAB,SK	13.06 	13.09 	15.73 	14.04 	14.13 	11.58 	11.39 	10.01 
ICCS0601,P_HTHAB,UKC-L	44.05 	47.04 	51.71 	52.77 	55.99 	58.30 	60.36 	54.72 
ICCS0601,P_HTHAB,UKM	: 	95.70 	95.69 	102.35 	126.58 	136.05 	189.79 	198.90 
ICCS0601,P_HTHAB,UKN	43.74 	49.80 	50.58 	50.14 	44.54 	41.24 	35.33 	34.29 
ICCS0601,P_HTHAB,XK	: 	: 	: 	: 	29.82 	21.83 	16.69 	14.58 
