s_adj,nace_r2,sizeclas,indic_em,geo\time	2017Q4 	2017Q3 	2017Q2 	2017Q1 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2014Q4 	2014Q3 	2014Q2 	2014Q1 	2013Q4 	2013Q3 	2013Q2 	2013Q1 	2012Q4 	2012Q3 	2012Q2 	2012Q1 	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 	2004Q4 	2004Q3 	2004Q2 	2004Q1 	2003Q4 	2003Q3 	2003Q2 	2003Q1 	2002Q4 	2002Q3 	2002Q2 	2002Q1 	2001Q4 	2001Q3 	2001Q2 	2001Q1 
NSA,A,GE10,JOBRATE,FI	0.3 	0.7 	2.6 	0.3 	0.0 	1.5 	0.0 	1.3 	0.6 	0.5 	0.2 	0.0 	0.0 	0.0 	0.3 	0.3 	0.8 	2.2 	0.6 	2.6 b	0.9 	3.4 	1.2 	8.0 	0.1 	0.7 	3.8 	5.1 	1.1 	2.1 	2.5 	2.2 	0.2 	1.0 	1.4 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBRATE,HR	1.3 b	2.4 b	2.8 b	2.4 b	0.9 b	1.8 b	2.6 b	1.7 b	0.2 	0.4 	1.5 	0.7 	0.1 	0.2 	0.5 	0.2 	0.2 	0.2 	0.3 	0.3 	0.0 	0.0 	0.6 	0.5 	0.1 	1.2 	0.7 	0.3 	0.2 	0.2 	0.2 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBRATE,HU	0.8 p	0.8 p	0.7 p	0.6 p	0.7 	0.6 	0.4 	0.5 	0.3 	0.3 	0.2 	0.3 	0.8 	0.7 	0.7 	1.0 	0.4 	0.3 	0.3 	0.4 	1.3 	0.1 	0.3 	0.5 	0.2 	0.1 	0.1 	0.6 	0.3 	0.3 	0.3 	0.5 	0.2 	0.2 	0.3 	0.7 	0.5 	0.4 	0.7 	1.0 	0.4 	0.3 	0.3 	1.4 	0.4 	0.5 	0.5 	1.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBRATE,LT	1.0 	0.9 	0.9 	1.3 	0.5 	0.8 	0.8 	1.2 	0.2 	0.2 	0.2 	0.4 	0.2 	0.3 	0.3 	0.6 	0.2 	0.5 	0.3 	0.4 	0.2 	0.4 	0.2 	0.4 	0.2 	0.2 	0.2 	0.6 	0.1 	0.2 	0.1 	0.2 	0.1 	0.1 	0.2 	0.3 	0.5 	0.7 	1.0 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBRATE,LU	0.8 	2.8 	2.4 	1.7 	0.9 	1.1 	1.1 	1.3 	0.7 	1.1 	1.1 	1.8 	0.7 	1.1 	1.1 	0.7 	0.2 	0.5 	0.5 	0.7 	0.6 	0.8 	0.8 	0.6 	0.6 	0.7 	1.2 	0.5 	0.9 	0.7 	0.7 	0.6 	0.0 	0.6 	1.0 	0.6 	0.8 	1.2 	0.6 	1.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBRATE,LV	2.1 	1.5 	1.7 	1.5 	1.3 	2.0 	1.1 	1.3 	1.1 	2.7 	1.3 	0.7 	0.9 	0.8 	1.0 	1.2 	0.8 	1.3 	1.0 	0.5 	0.4 	0.1 	0.3 	0.3 	0.4 	1.2 	1.5 	0.9 	0.2 	0.1 	0.0 	0.2 	0.5 	0.5 	0.5 	0.2 	0.6 	0.8 	0.9 	1.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBRATE,NO	0.6 	0.6 	0.8 	1.2 	0.9 	0.6 	1.0 	0.9 	0.6 	0.5 	1.6 	1.4 	0.7 	0.9 	1.0 	1.5 	0.9 	0.7 	0.6 	0.8 	0.7 	0.7 	1.1 	0.7 	0.6 	1.6 	1.3 	1.7 	0.6 	0.7 	0.7 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBRATE,PL	0.3 	0.3 	0.2 	0.3 	0.2 	0.2 	0.2 	0.3 	0.2 	0.2 	0.2 	0.2 	0.1 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.2 	0.1 	0.2 	0.3 	0.2 	0.2 	0.2 	0.2 	0.3 	0.2 	0.3 	0.3 	0.3 	0.2 	0.3 	0.4 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBRATE,RO	0.6 	0.7 	0.6 	0.7 	0.5 	0.5 	0.6 	0.7 	1.0 	0.6 	0.6 	0.5 	0.3 	0.3 	0.5 	0.6 	0.3 	0.4 	0.3 	0.5 	0.3 	0.4 	0.4 	0.5 	0.7 	0.7 	0.9 	1.3 	0.7 	0.8 	1.0 	1.2 	0.9 	1.8 	1.2 	2.3 	1.4 	2.3 	2.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBRATE,SE	1.1 	2.0 	1.2 	6.3 	2.0 	0.7 	2.5 	1.6 	0.7 	0.7 	0.5 	2.1 	0.5 	: c	1.3 	1.6 	0.4 	0.4 	1.0 	0.7 	0.7 	0.6 	0.8 	1.1 	0.4 	0.8 	1.1 	1.4 	0.6 	0.9 	1.1 	1.0 	0.5 	0.4 	0.6 	1.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBRATE,SK	0.2 	0.2 	0.2 	0.1 	0.2 	0.2 	0.2 	0.4 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 	0.1 	0.0 	0.1 	0.1 	0.0 	0.1 	0.0 	0.4 	0.1 	0.1 	0.0 	0.1 	0.2 	0.2 	0.1 	0.2 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,BG	408 p	471 p	364 p	486 p	540 p	273 p	234 p	432 p	439 p	293 p	237 p	531 p	297 	212 	222 	569 	330 	227 	234 	413 	519 	244 	219 	702 	168 	196 	245 	398 	1574 	252 	234 	359 	279 	232 	155 	359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,CZ	6272 	5567 	5719 	5063 	3309 	3037 	3267 	3222 	2501 	2506 	3011 	2386 	1676 	1420 	1806 	1906 	894 	782 	1066 	1107 	885 	1149 	1352 	1160 	848 	682 	658 	772 	709 	717 	749 	1151 	1105 	1519 	1751 	2208 	2978 	3295 	3909 	3770 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,DE	5072 	6320 	4098 	5586 	6498 	1650 	4527 	5132 	4307 	2611 	2675 	2311 	2397 	2447 	3708 	2623 	3310 	1024 	1488 	4054 	2767 	3564 	5191 	1466 	1415 	4357 	1908 	1698 	1955 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,EE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	172 	235 	240 	330 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,FI	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,HR	267 b	514 b	587 b	476 b	197 b	382 b	545 b	353 b	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	6 	4 	: c	105 	: c	270 	147 	66 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,HU	531 p	516 p	480 p	382 p	490 	427 	315 	342 	233 	191 	181 	238 	549 	511 	496 	691 	233 	181 	194 	252 	914 	98 	204 	351 	161 	67 	86 	399 	222 	176 	221 	313 	136 	142 	197 	474 	332 	339 	541 	767 	292 	271 	278 	1089 	346 	455 	449 	1030 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,LT	251 	227 	222 	319 	133 	213 	217 	298 	60 	63 	65 	102 	55 	80 	88 	155 	49 	133 	81 	105 	53 	96 	60 	100 	45 	53 	56 	138 	28 	48 	33 	50 	30 	36 	58 	65 	130 	223 	304 	384 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,LU	4 	14 	12 	8 	4 	5 	5 	6 	3 	5 	5 	8 	3 	5 	5 	3 	1 	2 	2 	3 	4 	5 	5 	4 	4 	4 	7 	3 	5 	4 	4 	3 	0 	3 	5 	3 	4 	6 	3 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,LV	301 	225 	283 	219 	184 	320 	178 	177 	167 	443 	212 	97 	129 	134 	160 	180 	112 	210 	163 	69 	60 	16 	48 	44 	58 	182 	247 	127 	25 	13 	0 	25 	60 	75 	76 	23 	88 	136 	168 	267 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,NL	870 	935 	1012 	856 	398 	547 	616 	760 	472 	509 	542 	547 	334 	280 	600 	400 	400 	400 	600 	400 	200 	300 	600 	400 	400 	500 	700 	700 	600 	500 	400 	500 	300 	500 	600 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,NO	149 	141 	144 	211 	206 	133 	186 	141 	120 	117 	271 	202 	110 	156 	154 	212 	130 	113 	87 	108 	108 	115 	156 	104 	112 	304 	198 	267 	109 	128 	117 	203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,PL	234 	257 	183 	262 	120 	143 	183 	192 	147 	148 	154 	193 	109 	120 	145 	109 	74 	89 	79 	120 	87 	169 	234 	149 	133 	145 	167 	227 	161 	241 	229 	268 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,RO	545 	683 	537 	621 	490 	495 	536 	617 	881 	523 	513 	407 	267 	290 	418 	448 	255 	279 	230 	355 	183 	269 	298 	320 	462 	517 	657 	822 	431 	592 	685 	772 	582 	1342 	894 	1616 	1099 	1897 	1608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,SE	137 	296 	178 	714 	233 	97 	343 	184 	82 	85 	67 	249 	63 	: c	156 	183 	45 	54 	121 	74 	76 	71 	99 	126 	46 	96 	123 	145 	62 	88 	119 	93 	43 	46 	65 	92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,GE10,JOBVAC,SK	73 	74 	77 	45 	69 	79 	75 	125 	7 	29 	18 	15 	17 	14 	12 	10 	15 	7 	21 	33 	8 	1 	11 	49 	15 	44 	24 	14 	62 	18 	143 	51 	22 	6 	54 	103 	103 	76 	108 	145 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-8.1 	1.4 	5.7 	0.7 	0.6 	-2.2 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,BG	0.1 p	0.1 p	-0.4 p	0.0 p	0.5 p	0.0 p	-0.2 p	-0.1 p	0.3 p	0.1 p	-0.6 p	0.5 p	0.2 	0.0 	-0.5 	0.0 	0.4 	0.0 	-0.8 	0.3 	0.5 	-0.1 	-0.7 	0.9 	0.0 	-0.6 	0.1 	-1.8 	2.1 	0.0 	-0.2 	0.1 	0.2 	0.1 	-0.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,CZ	0.8 	0.5 	0.5 	2.3 	0.2 	-0.2 	0.2 	0.9 	-0.1 	-0.3 	0.6 	0.8 	0.1 	-0.3 	-0.1 	1.1 	0.1 	-0.2 	-0.1 	0.2 	-0.3 	-0.2 	0.2 	0.4 	0.1 	0.1 	-0.2 	0.1 	-0.1 	0.0 	-0.4 	0.1 	-0.3 	-0.4 	-0.8 	-0.6 	-0.2 	-0.5 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,DE	0.1 	-0.3 	0.1 	0.1 	0.6 	-0.8 	-1.0 	0.7 	0.6 	-0.4 	-0.2 	0.6 	1.2 	-1.8 	-0.1 	0.8 	1.2 	-0.7 	-0.9 	-0.4 	0.8 	-0.4 	1.1 	-0.3 	-0.3 	-0.1 	-0.3 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,EE	0.6 	-0.7 	0.2 	0.6 	0.0 	0.4 	0.0 	0.1 	-0.2 	0.0 	-0.3 	0.1 	-0.1 	-0.3 	0.3 	0.0 	0.0 	0.0 	-0.4 	0.0 	0.0 	0.4 	-0.3 	0.4 	0.2 	-0.1 	0.1 	-0.5 	0.2 	0.3 	-0.7 	0.6 	-0.1 	0.3 	-0.2 	-0.8 	-0.6 	-0.1 	-0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,FI	-0.8 	-1.8 	1.7 	1.2 	-0.8 	0.8 	-1.4 	0.8 	0.0 	-1.3 	1.6 	-1.6 	1.7 	0.1 	-0.6 	0.0 	-0.6 	0.3 	-2.8 	2.9 b	-1.3 	-0.9 	-0.4 	1.9 	0.9 	-1.8 	-1.5 	-0.1 	3.3 	-1.9 	-0.8 	3.4 	-0.4 	-0.2 	-4.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,HR	-1.1 b	-0.4 b	0.4 b	1.3 b	-0.8 b	-0.8 b	0.9 b	1.5 b	-0.2 	-1.0 	0.8 	0.6 	-0.1 	-0.3 	0.3 	0.0 	0.0 	-0.1 	-0.4 	0.6 	-0.1 	-0.4 	-0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,HU	0.0 p	-0.1 p	0.0 p	0.1 p	0.1 	0.2 	-0.1 	0.3 	0.0 	0.0 	-0.2 	-0.2 	0.1 	0.0 	-0.3 	0.6 	0.1 	-0.1 	-0.1 	-0.8 	1.0 	-0.1 	-0.3 	0.3 	0.1 	0.0 	-0.4 	0.2 	0.1 	0.0 	-0.2 	0.3 	0.0 	-0.1 	-0.3 	0.3 	-0.1 	-0.2 	-0.6 	1.1 	0.0 	-0.3 	-0.8 	1.0 	-0.3 	0.0 	-0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,LT	0.0 	0.0 	-0.3 	0.9 	-0.5 	0.1 	-0.3 	0.8 	0.0 	0.0 	-0.3 	0.4 	0.0 	-0.1 	-0.4 	0.6 	-0.6 	0.5 	-0.1 	0.3 	-0.3 	0.2 	-0.2 	0.3 	0.0 	0.0 	-0.3 	0.5 	-0.1 	0.0 	-0.1 	0.0 	0.0 	0.0 	-0.1 	-0.1 	-0.3 	-0.2 	-0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,LU	-0.7 	0.1 	0.7 	0.5 	-0.1 	0.1 	-0.4 	0.2 	0.0 	-0.1 	-0.5 	0.9 	-0.3 	-0.1 	0.3 	0.4 	-0.3 	0.0 	-0.3 	0.4 	-0.2 	0.0 	0.1 	-0.2 	0.1 	-0.7 	0.6 	-0.2 	0.3 	0.0 	0.1 	0.4 	-0.5 	-0.1 	0.4 	-0.1 	-0.3 	0.3 	-0.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,LV	0.2 	-0.1 	0.1 	-0.2 	-0.2 	0.7 	-0.2 	0.0 	-0.8 	1.0 	0.3 	0.0 	0.0 	-0.2 	-0.2 	0.4 	-0.4 	0.2 	0.3 	0.1 	0.2 	-0.1 	-0.3 	0.2 	-0.6 	-0.6 	0.8 	0.6 	0.1 	0.1 	-0.2 	-0.2 	-0.1 	0.0 	0.2 	-0.3 	-0.2 	-0.4 	-0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,NL	0.1 p	-0.1 p	-0.1 p	0.8 p	-0.1 p	-0.3 p	0.0 p	0.3 p	0.0 p	-0.4 p	0.2 p	0.2 p	0.0 	-0.5 	0.3 	0.2 	0.0 	-0.5 	0.1 	0.6 	-0.5 	-0.4 	0.1 	0.4 	-0.2 	-0.3 	0.2 	0.1 	0.0 	-0.3 	0.3 	-0.2 	-0.3 	-0.1 	0.0 	-0.1 	-0.5 	-0.8 	0.0 	0.5 	-0.2 	-1.1 	0.2 	0.7 	-0.3 	-1.0 	0.9 	1.3 	-0.3 	-0.4 	-0.7 	1.8 	0.2 	-1.1 	-0.1 	1.7 	0.3 	-1.1 	-0.2 	0.8 	0.5 	-1.6 	-0.7 	1.4 	0.1 	-0.6 	-0.8 	: 
NSA,A,TOTAL,CH_Q_Q,NO	-0.5 	0.2 	-0.5 	0.4 	0.6 	-0.7 	0.2 	0.3 	0.0 	-0.9 	0.3 	0.8 	-0.6 	-0.3 	0.5 	0.2 	-0.3 	-1.4 	1.4 	0.3 	-0.2 	-0.2 	-0.3 	-0.2 	-1.0 	0.7 	-0.1 	1.1 	-0.2 	-0.6 	0.5 	0.1 	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,PL	-0.2 	0.1 	0.0 	0.4 	-0.1 	0.0 	-0.1 	0.3 	0.0 	-0.1 	-0.2 	0.3 	0.0 	-0.1 	0.0 	0.1 	0.0 	0.0 	-0.1 	0.1 	-0.1 	-0.1 	0.0 	0.1 	0.0 	-0.1 	-0.1 	0.1 	-0.1 	0.0 	-0.2 	0.4 	-0.1 	-0.1 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,RO	-0.1 	0.1 	-0.1 	0.1 	0.0 	0.0 	-0.2 	-0.2 	0.4 	0.0 	0.1 	0.2 	0.0 	-0.1 	-0.1 	0.3 	0.0 	0.0 	-0.2 	0.2 	-0.1 	0.0 	-0.1 	-0.2 	-0.1 	-0.2 	-0.3 	0.6 	-0.2 	-0.1 	-0.2 	0.3 	-0.9 	0.5 	-0.9 	0.8 	-0.8 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,SE	-0.6 	0.1 	-1.3 	1.4 	0.4 	-1.3 	0.1 	1.3 	0.4 	-0.9 	-0.3 	1.1 	-0.3 	: c	0.5 	0.9 	-0.3 	-1.5 	1.6 	-0.2 	0.0 	-0.6 	0.2 	0.3 	-0.5 	0.3 	0.0 	-0.5 	1.0 	0.2 	-1.3 	1.2 	0.2 	-0.5 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,CH_Q_Q,SK	0.0 	0.0 	0.1 	0.0 	-0.2 	0.1 	-0.3 	0.4 	0.2 	0.0 	-0.2 	0.1 	0.1 	0.0 	0.0 	0.1 	0.1 	-0.1 	-0.1 	0.0 	0.1 	0.0 	-0.1 	0.0 	0.0 	0.0 	-0.1 	0.0 	0.1 	-0.3 	0.2 	0.0 	0.0 	-0.1 	-0.3 	0.2 	0.1 	-0.1 	-0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,JOBOCC,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,JOBOCC,BG	66061 p	75388 p	72397 p	67446 p	65769 p	79536 p	82180 p	75547 p	67210 p	75693 p	76546 p	71280 p	66963 	75198 	75811 	71425 	65664 	72433 	73740 	66767 	64334 	72972 	74981 	66165 	62964 	75234 	72885 	69129 	62123 	71649 	71378 	62429 	60879 	71387 	73945 	65325 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,JOBOCC,CZ	106280 	111003 	108631 	100905 	113990 	114523 	112136 	109830 	114204 	113821 	117436 	109561 	111958 	106122 	103769 	99358 	110495 	118655 	123055 	118663 	122479 	117936 	113260 	106013 	105333 	105121 	107505 	104839 	108041 	113421 	114963 	113541 	117059 	128730 	125929 	120905 	124185 	125762 	125198 	128204 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,A,TOTAL,JOBOCC,DE	427800 	357230 	336381 	362610 	399136 	413818 	417582 	383062 	405421 	381199 	383807 	311457 	372672 	370730 	360937 	312691 	377536 	372498 	346940 	338071 	331451 	364903 	385754 	314468 	311704 	325700 	307526 	300353 	266957 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
