unit,facility,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
P_HTHAB,HBEDT,EL	: 	424.60 	423.78 	424.16 	442.63 	439.75 	440.66 	484.85 	477.45 	481.45 	481.69 	472.90 	468.92 	469.56 	471.27 	477.41 	471.72 	472.35 	484.50 	486.93 	491.04 	491.11 	490.74 	498.25 	495.88 	500.15 	505.36 	509.92 	513.97 	517.42 	530.38 	547.98 	576.82 	583.92 	602.05 	615.81 	622.94 	629.15 	625.60 	635.09 	637.50 	646.67 	634.73 	628.49 	629.55 	636.75 	621.34 	612.50 	609.33 	600.79 	599.49 	588.55 	568.28 	587.13 	582.93 	580.84 	578.98 
P_HTHAB,HBEDT,ES	: 	297.90 	296.63 	296.34 	299.30 	308.91 	315.18 	318.70 	322.54 	327.19 	331.49 	336.10 	341.70 	345.00 	353.64 	359.45 	367.78 	374.81 	377.66 	382.35 	388.65 	392.63 	400.64 	405.58 	413.48 	422.33 	427.01 	434.41 	439.29 	443.05 	445.98 	456.57 	: 	: 	: 	: 	536.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	466.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,EU28	: 	514.54 	519.01 	522.43 	527.40 	533.08 	537.41 	550.30 	558.82 	564.43 	573.63 	583.86 	592.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,FI	: 	435.33 	453.01 	487.21 	529.83 	552.14 	585.38 	625.23 	656.83 	673.30 	698.65 	705.29 	709.94 	724.32 	735.15 	746.24 	753.97 b	760.53 	777.24 	789.64 	811.60 	812.15 	819.42 	825.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,FR	: 	612.76 	620.58 	628.50 	634.13 	635.66 	642.80 	666.11 	690.27 	706.00 	711.11 	722.49 	739.04 	754.56 	771.25 	782.70 	797.01 	820.12 	845.61 	872.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,HR	: 	556.30 	591.02 	586.04 	588.63 	568.20 	561.92 	537.33 	547.42 	548.61 	545.63 	545.08 	552.55 	561.14 	566.81 	599.27 	603.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,HU	: 	699.41 	698.43 	703.73 	700.07 	718.72 	718.18 	714.38 	710.51 	718.59 b	797.72 	791.45 	788.77 	789.53 	791.05 	791.80 	815.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,IE	: 	260.20 	259.66 	257.42 	254.90 	262.39 	275.16 	287.36 b	492.33 	514.61 	527.47 	545.95 	564.12 	567.19 	578.14 	586.05 	613.22 	624.46 	639.29 	655.71 	676.89 	697.40 	706.14 	723.33 	761.46 	794.80 	802.48 	823.27 	841.03 	913.38 b	792.22 	820.50 	838.12 	859.20 	882.38 	898.75 	903.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,IS	: 	311.35 	315.22 	320.60 	324.59 	329.14 	358.44 	369.86 	390.97 	411.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,IT	: 	319.55 	321.09 	331.17 	342.16 	343.94 	357.09 	362.61 	372.73 	384.48 	393.90 	399.91 	398.65 	415.88 	443.36 	461.34 	470.75 	492.72 	555.03 	588.17 	654.85 	626.70 	656.91 	669.38 	685.70 	679.53 	722.90 	705.29 	749.47 	777.69 	795.70 	831.51 	850.90 	885.42 	911.52 	936.65 	960.88 	984.76 	1001.38 	1025.68 	1044.55 	1060.77 	1059.04 	1053.39 	1057.65 	1058.38 	1056.29 	1046.61 	1019.68 	998.62 	981.75 	965.43 	955.12 	946.96 	928.30 	910.14 	897.49 
P_HTHAB,HBEDT,LI	: 	160.03 	163.77 	164.94 	212.78 	214.81 	216.54 	195.85 b	239.62 	241.05 	242.60 	270.48 	272.88 	275.83 	278.98 	283.18 	287.95 	294.84 	306.31 	313.79 	315.79 	318.43 	321.63 	325.70 	330.78 	335.51 	347.92 	353.15 	357.81 	362.89 	367.14 	372.05 	376.00 	378.13 	380.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,LT	: 	696.61 	722.15 	728.20 	743.23 	742.89 	695.43 	680.32 	683.66 	688.26 	688.82 	708.78 	743.71 	776.53 	804.02 	830.81 	883.32 	895.29 	906.79 	959.91 	1059.83 	1094.02 	1117.35 	1183.51 	1204.53 	1246.53 	1248.70 	1265.93 	1280.83 	1279.60 	1276.50 	1277.60 	1254.48 	1236.23 	1229.04 	1220.09 	1206.64 	1176.63 	1156.38 	1140.97 	1131.99 	1116.71 	1082.81 	1068.60 	1057.06 	1043.40 	1030.99 	1009.87 	983.16 	959.30 	929.34 	894.01 	872.17 	850.65 	826.30 	806.79 	782.42 
P_HTHAB,HBEDT,LU	: 	482.09 	493.60 	505.37 	515.31 	527.83 	536.74 	546.62 	556.84 	566.88 	565.13 	578.51 	639.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,LV	: 	569.45 	565.71 	579.98 	588.50 	588.43 	551.47 	640.14 	746.09 	757.13 	760.81 	769.22 	774.42 	782.64 	777.12 	821.61 	875.40 b	903.33 	961.20 	979.92 	1043.50 	1119.01 	1205.52 	1223.15 	1268.62 	1342.95 	1343.71 	1348.02 	1409.49 	1423.90 	1419.29 	1363.77 	: 	: 	: 	: 	1389.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1192.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,ME	: 	393.15 	393.37 	388.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,MK	: 	438.79 	439.57 	444.62 	440.36 	450.76 	459.07 	447.80 	454.64 	456.36 	462.69 	469.79 	477.19 	480.71 	481.01 	493.64 	505.74 	510.28 	514.71 	515.71 	520.35 	541.87 	554.70 	541.51 	547.92 	583.50 	590.81 	558.57 	526.03 	524.94 	534.04 	538.09 	530.41 	526.90 	532.62 	517.97 	519.21 	524.16 	517.03 	526.64 	530.64 	544.03 	546.15 	539.77 	548.63 	543.99 	545.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,MT	: 	472.59 	466.58 	480.43 	471.33 	437.76 b	451.46 	481.41 b	734.31 	780.34 	754.91 	744.61 	745.64 	742.88 	748.29 	756.69 b	547.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,NL	: 	: 	: 	418.40 	424.52 b	: 	: 	465.69 	469.85 	474.19 	478.03 b	445.46 	447.15 	449.98 	457.08 	465.06 b	482.62 	503.98 	510.56 	518.65 	520.96 	526.79 b	537.56 b	557.16 	566.48 	573.06 	582.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,NO	: 	376.19 	384.47 	385.86 	397.26 	419.50 	430.41 	452.29 	463.51 	486.41 	502.65 	516.10 	524.53 	498.90 	499.37 b	381.66 	379.70 	388.71 	391.54 	394.61 	396.91 	401.63 	408.36 	411.71 	420.70 	434.52 	466.87 	495.71 	540.28 	574.77 	586.61 	596.65 	: 	: 	: 	: 	727.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,PL	: 	663.47 	662.70 	660.84 	662.98 b	654.69 	655.71 	665.28 	661.95 b	642.38 	647.20 	652.06 	666.81 	667.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,PT	: 	340.05 e	331.91 	339.27 	340.61 	337.23 	336.13 	335.15 	337.05 	341.43 	345.84 	354.26 	358.29 	358.77 	358.42 	367.33 	373.22 	376.15 b	386.80 	393.61 	398.68 	391.71 	392.03 	394.79 	399.95 	400.24 	404.51 	407.01 	402.30 	402.27 	395.39 	395.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,RO	: 	679.13 	671.15 	667.31 	659.60 	612.44 	628.49 	662.01 	656.92 	653.87 	674.13 	677.30 	673.72 	674.36 	766.40 	783.40 	769.31 	757.44 b	730.99 	737.83 	755.80 	764.01 	769.46 	786.71 	786.03 	899.39 	892.18 	893.33 	894.07 	894.67 	894.14 	893.71 	888.95 	883.67 	881.15 	877.49 	877.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	702.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,RS	: 	: 	552.48 	549.91 	544.11 	541.09 	538.97 	535.47 	533.73 	534.63 	554.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,SE	: 	243.74 	253.83 	259.42 	261.86 b	270.56 	272.61 	275.88 	280.51 	286.35 	288.78 	293.24 	301.19 	305.10 	312.89 	327.36 b	358.03 	369.78 	375.48 	394.36 	431.39 	479.88 	518.60 	607.80 	666.56 b	1185.42 	1244.14 	1292.27 	1328.68 	1369.76 	1418.36 	1460.02 	1489.35 	1496.50 	1499.04 	1548.39 	1514.50 	1520.46 	1545.11 	1523.64 	1535.46 	1548.06 	1563.16 	1563.66 	1553.59 	1534.08 	1532.10 	1524.22 	1486.83 	1474.83 	1495.11 	1495.13 	1487.54 	1460.54 	1460.39 	1454.12 	1417.65 
P_HTHAB,HBEDT,SI	: 	451.41 	453.74 	455.20 	454.46 	462.43 	457.24 	460.32 	474.25 	468.28 	476.71 	483.19 	479.92 	495.81 	508.74 	516.35 	540.24 	552.64 	559.99 	565.62 	567.02 	573.45 	577.70 	579.39 	592.99 	600.97 	604.61 	606.36 	614.18 	622.88 	633.02 	643.58 	: 	: 	: 	: 	693.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,SK	: 	574.73 	578.52 	580.34 	591.08 	605.05 	644.33 	650.50 	655.71 	675.32 	671.16 	677.02 	689.82 	723.81 	756.90 	766.87 	785.59 	795.31 	804.15 	814.50 	831.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,TR	: 	268.03 	267.99 	265.31 	266.14 	253.35 	252.03 	239.78 	235.44 	231.12 	222.83 	215.18 	211.95 	212.96 	214.38 	205.82 	200.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,UK	: 	261.01 	272.89 	275.68 	280.75 	289.37 	295.21 b	328.95 	335.50 	340.71 	355.66 	373.41 	386.52 	395.38 	398.15 	403.74 	407.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,AT	: 	565.96 	578.29 	587.21 	599.54 	607.68 	613.89 	621.22 	628.10 	637.55 	637.09 	642.58 	648.99 	655.64 	666.68 	675.24 	684.87 	694.62 	707.34 	721.44 	729.50 	741.31 	749.91 	753.05 	766.35 	787.15 	809.78 	828.10 	843.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,BE	: 	564.94 	568.14 	569.39 	573.33 	580.32 	587.60 	596.06 	603.12 	608.14 	616.71 b	689.73 	695.14 	698.35 	707.56 	716.96 	731.25 	735.93 	744.62 	752.35 	753.54 	698.14 	709.10 	718.78 	722.92 	718.04 	710.94 	705.14 	714.10 	772.04 	801.22 	807.07 	: 	: 	: 	: 	546.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	474.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,BG	: 	600.95 	593.18 	572.94 	559.59 	546.45 	552.07 	554.36 	544.86 	534.61 	520.53 	542.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,CH	: 	372.19 	376.12 	382.01 	391.59 	394.90 	409.19 b	426.64 	434.79 	448.30 	453.96 	470.60 	483.39 	492.60 	503.61 	511.39 	530.72 	563.83 	561.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,CY	: 	341.53 	341.58 	340.86 	346.09 	351.17 	356.62 	376.23 	375.38 	371.95 	369.69 	375.04 	193.30 	198.96 	204.27 	202.84 	452.29 	222.37 	225.76 	233.91 	261.29 	506.71 	266.44 	522.29 	545.04 	569.82 	587.17 	601.23 	606.82 	606.79 	618.35 	608.31 	361.34 	373.25 	374.24 	378.69 	402.32 	390.23 	383.27 	378.26 	376.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,CZ	: 	425.20 	425.73 	430.73 	452.69 	468.80 	487.12 	498.61 	508.22 	519.17 	526.18 	535.25 	542.36 	557.62 	568.68 	571.43 	577.28 b	584.67 	609.97 	631.16 	655.85 	686.45 	: 	: 	: 	: 	810.19 	: 	: 	: 	: 	817.41 	: 	: 	: 	: 	811.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,DE	: 	611.30 	618.26 	615.12 	612.06 	613.74 	614.78 	614.56 	613.03 	616.23 	620.04 	635.17 	643.91 	656.58 	663.47 	671.14 	680.75 	688.51 	696.71 	707.54 	724.83 	745.76 	759.07 	774.63 	802.48 	831.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,DK	: 	245.66 	261.82 b	300.40 	: 	306.70 b	343.55 	343.92 	350.75 	360.36 	372.10 	380.28 	393.26 	410.05 	425.73 	418.98 	426.04 	437.30 	453.64 	464.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,EE	: 	368.02 	366.75 	366.84 	385.05 	379.57 	373.24 	388.35 	410.99 	406.36 	420.01 	408.51 	442.83 	464.41 	487.18 	556.78 	611.97 b	583.58 	584.21 	594.63 	612.46 	663.22 	657.02 	755.02 	761.93 	908.91 	918.51 	940.36 	942.38 	957.92 	968.06 	967.76 	: 	: 	: 	: 	962.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,EL	: 	360.40 b	349.69 	352.24 	364.07 	360.89 	359.62 	405.30 	395.27 	395.29 	394.36 	386.20 	379.41 	381.63 	378.82 	384.09 	374.39 	375.39 	379.99 	382.67 	386.41 	382.69 	389.78 	388.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,ES	: 	240.79 	237.27 	236.20 	237.81 	245.67 	251.48 	255.20 	258.16 	261.78 	262.56 	266.83 	268.98 	271.09 	278.64 	284.97 	291.52 	297.31 	300.14 	303.13 	308.00 b	302.30 	309.82 	311.64 	317.05 	326.36 	334.37 	339.71 	344.24 	346.50 	344.30 	351.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,FI	: 	305.35 	308.58 	311.95 	325.07 	330.24 	337.81 	341.31 	349.78 	357.08 	364.49 	372.31 	378.26 	381.35 	383.23 	386.62 	393.09 b	248.73 	259.07 	274.70 	298.76 	299.09 	306.21 	311.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	484.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,FR	: 	406.78 	414.50 	422.80 	427.48 	430.12 	434.44 	437.92 	441.01 	448.57 	453.81 	461.50 	468.33 	476.81 	488.67 	496.48 	509.59 	528.47 	546.62 	569.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,HR	: 	358.13 	400.70 	396.29 	389.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,HU	: 	427.67 	429.87 	432.17 	430.93 	448.01 	447.16 	445.88 	445.25 	449.26 b	596.46 	596.15 	595.19 	598.08 	600.05 	603.27 	621.31 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,IE	: 	243.11 	243.46 	239.33 	237.31 	242.90 	252.65 	263.63 b	256.37 	264.68 	270.33 	276.42 	277.97 	279.84 	280.65 	274.40 	279.09 	280.66 	283.59 	288.53 b	302.57 	305.36 	303.25 	304.12 	313.14 	321.80 	317.70 	314.58 	312.40 	344.37 b	393.14 	410.76 	408.30 	422.29 	421.14 	421.63 	423.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,IS	: 	261.48 	264.52 	266.86 	270.64 	267.39 	294.62 	299.22 	308.75 	334.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,IT	: 	263.60 	265.42 	274.57 	284.49 	286.17 	297.23 	302.84 	313.10 	324.25 	336.31 	344.10 	346.17 	364.70 	391.17 	410.67 	421.70 b	474.22 	534.76 	566.66 	631.87 	605.22 	633.99 	647.50 	663.34 	657.51 	700.26 	689.42 	729.08 	756.35 	773.60 	806.87 	825.79 	858.52 	882.69 	905.97 	932.65 	956.95 	974.41 	1000.85 	1024.09 	1042.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,LI	: 	160.03 	163.77 	164.94 	171.86 	173.50 	177.67 	156.68 	155.05 	158.81 	162.69 	161.14 	159.67 	167.26 	163.23 	168.71 	168.48 	170.70 	173.68 	176.10 	174.01 	172.21 	170.66 	166.17 	162.01 	157.49 	146.13 	148.32 	150.28 	152.41 	154.20 	156.26 	157.92 	158.81 	159.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,LT	: 	608.31 d	631.03 d	639.62 d	647.77 d	647.06 d	615.83 d	603.57 d	607.16 d	611.27 d	612.07 d	631.23 d	661.05 d	688.75 d	713.71 d	749.09 d	787.96 d	802.50 d	822.75 d	897.67 d	995.61 d	1026.56 d	1050.05 d	1118.88 d	1136.96 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,LU	: 	409.41 	419.18 	429.18 b	395.71 	406.10 	413.85 	421.47 	432.21 	440.01 	446.86 	454.04 	502.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,LV	: 	338.81 	338.45 	350.43 	355.99 	358.03 	343.88 	427.53 	507.00 	512.89 	517.14 	524.67 	534.11 	543.15 	545.53 	573.63 	610.24 b	645.69 	670.20 	695.23 	735.51 	832.05 	916.00 	940.51 	978.57 	1018.95 	997.16 	997.05 	1202.97 	1215.65 	1208.90 	1158.06 	: 	: 	: 	: 	1183.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,MK	: 	297.99 	299.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,MT	: 	324.17 	316.59 b	255.09 	249.61 	241.44 	269.58 	271.02 	276.98 	269.40 	284.20 	279.57 	299.30 	339.70 	348.77 	352.90 	375.06 	381.70 	384.88 	386.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,NL	: 	: 	: 	361.23 	365.10 b	279.45 	284.63 b	306.34 	309.93 	317.49 	318.49 b	286.23 	291.34 	291.69 	296.99 	291.12 b	305.34 	316.85 	322.29 	324.50 	325.15 	330.93 	338.41 b	354.99 	362.69 	366.18 	373.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,NO	: 	335.99 	343.24 	345.01 	354.96 	378.51 	381.16 	399.69 	412.23 	435.62 	450.41 	457.75 	462.07 	434.65 	438.77 b	381.66 	379.70 	388.71 	391.54 	394.61 	396.91 	401.63 	408.36 	411.71 	420.70 	434.52 	466.87 	495.71 	540.28 	574.77 	586.61 	596.65 	: 	: 	: 	: 	727.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,PL	: 	491.27 	495.48 	494.43 	495.74 b	489.29 	494.38 b	438.64 	441.12 b	461.58 	465.22 	468.87 	478.58 	486.23 b	489.33 	506.72 	515.13 	532.78 	552.80 	563.79 	573.29 	576.14 	580.91 	584.08 	620.56 	630.12 	632.81 	606.36 	612.95 	566.73 	564.66 	565.96 	: 	: 	: 	: 	557.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	512.37 	514.20 	510.18 	507.15 	504.19 	491.05 	486.63 	480.24 	473.00 	465.08 	455.53 
P_HTHAB,HBEDT_CUR,PT	: 	326.47 e	325.17 	331.62 	334.05 	330.23 	328.03 	328.26 	330.68 	333.86 	339.44 	347.15 	352.48 	353.11 	352.89 	361.41 	368.49 	370.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
